DAY,CENTERLAT,CENTERLON,FCOUNT
1988-07-16,42.3,-83.7,2
1988-07-17,42.3,-83.7,2
1988-07-23,42.3,-83.7,4
1988-07-25,42.3,-83.7,1
1988-07-28,42.3,-83.7,1
1988-07-30,42.3,-83.7,9
1988-08-02,42.3,-83.7,32
1988-08-03,42.3,-83.7,1
1988-08-04,42.3,-83.7,11
1988-08-05,42.3,-83.7,8
1988-08-09,42.3,-83.7,3
1988-08-10,42.3,-83.7,5
1988-08-11,42.3,-83.7,1
1988-08-12,42.3,-83.7,1
1988-08-13,42.3,-83.7,2
1988-08-15,42.3,-83.7,43
1988-08-18,42.3,-83.7,11
1988-09-18,42.3,-83.7,1
1988-09-23,42.3,-83.7,3
1989-01-08,42.3,-83.7,2
1989-04-17,42.3,-83.7,4
1989-05-25,42.3,-83.7,17
1989-05-30,42.3,-83.7,1
1989-05-31,42.3,-83.7,13
1989-06-01,42.3,-83.7,28
1989-06-07,42.3,-83.7,1
1989-06-09,42.3,-83.7,41
1989-06-19,42.3,-83.7,7
1989-06-21,42.3,-83.7,2
1989-06-22,42.3,-83.7,1
1989-06-27,42.3,-83.7,1
1989-07-02,42.3,-83.7,1
1989-07-22,42.3,-83.7,1
1989-07-25,42.3,-83.7,29
1989-07-26,42.3,-83.7,76
1989-07-27,42.3,-83.7,8
1989-07-28,42.3,-83.7,16
1989-08-05,42.3,-83.7,1
1989-08-10,42.3,-83.7,1
1989-08-11,42.3,-83.7,1
1989-08-12,42.3,-83.7,33
1989-08-15,42.3,-83.7,1
1989-09-06,42.3,-83.7,1
1989-09-08,42.3,-83.7,1
1989-09-09,42.3,-83.7,3
1990-02-09,42.3,-83.7,1
1990-06-03,42.3,-83.7,5
1990-06-14,42.3,-83.7,3
1990-06-27,42.3,-83.7,2
1990-06-30,42.3,-83.7,16
1990-07-19,42.3,-83.7,2
1990-08-11,42.3,-83.7,4
1990-08-12,42.3,-83.7,6
1990-08-19,42.3,-83.7,25
1990-08-28,42.3,-83.7,2
1990-09-06,42.3,-83.7,23
1990-09-07,42.3,-83.7,121
1991-03-28,42.3,-83.7,2
1991-05-13,42.3,-83.7,3
1991-05-24,42.3,-83.7,6
1991-05-25,42.3,-83.7,6
1991-05-26,42.3,-83.7,2
1991-05-31,42.3,-83.7,1
1991-06-02,42.3,-83.7,4
1991-06-10,42.3,-83.7,3
1991-06-15,42.3,-83.7,4
1991-07-02,42.3,-83.7,1
1991-07-07,42.3,-83.7,1
1991-07-08,42.3,-83.7,9
1991-07-23,42.3,-83.7,6
1991-08-15,42.3,-83.7,5
1991-08-17,42.3,-83.7,4
1991-08-19,42.3,-83.7,3
1991-08-30,42.3,-83.7,121
1991-09-03,42.3,-83.7,21
1991-10-24,42.3,-83.7,1
1992-03-07,42.3,-83.7,2
1992-04-16,42.3,-83.7,1
1992-04-21,42.3,-83.7,3
1992-04-24,42.3,-83.7,1
1992-06-07,42.3,-83.7,1
1992-06-18,42.3,-83.7,38
1992-06-23,42.3,-83.7,1
1992-07-04,42.3,-83.7,1
1992-07-05,42.3,-83.7,3
1992-07-12,42.3,-83.7,2
1992-07-14,42.3,-83.7,5
1992-07-31,42.3,-83.7,2
1992-08-11,42.3,-83.7,8
1992-08-26,42.3,-83.7,2
