DAY,CENTERLAT,CENTERLON,FCOUNT
1987-05-12,42.2,-83.8,1
1987-06-21,42.2,-83.8,1
1987-07-06,42.2,-83.8,1
1987-07-25,42.2,-83.8,1
1988-05-16,42.2,-83.8,1
1988-06-23,42.2,-83.8,9
1988-07-17,42.2,-83.8,1
1988-07-18,42.2,-83.8,1
1988-07-22,42.2,-83.8,2
1988-07-23,42.2,-83.8,3
1988-07-25,42.2,-83.8,4
1988-07-26,42.2,-83.8,13
1988-07-30,42.2,-83.8,4
1988-07-31,42.2,-83.8,2
1988-08-02,42.2,-83.8,2
1988-08-04,42.2,-83.8,7
1988-08-05,42.2,-83.8,18
1988-08-10,42.2,-83.8,9
1988-08-12,42.2,-83.8,2
1988-08-15,42.2,-83.8,39
1988-08-18,42.2,-83.8,12
1988-09-04,42.2,-83.8,1
1988-09-18,42.2,-83.8,2
1988-09-23,42.2,-83.8,14
1988-10-18,42.2,-83.8,1
1988-11-04,42.2,-83.8,1
1989-01-08,42.2,-83.8,3
1989-03-15,42.2,-83.8,1
1989-03-18,42.2,-83.8,1
1989-04-17,42.2,-83.8,2
1989-05-25,42.2,-83.8,30
1989-05-31,42.2,-83.8,36
1989-06-01,42.2,-83.8,6
1989-06-18,42.2,-83.8,1
1989-06-19,42.2,-83.8,2
1989-06-27,42.2,-83.8,7
1989-07-02,42.2,-83.8,57
1989-07-20,42.2,-83.8,1
1989-07-25,42.2,-83.8,102
1989-07-26,42.2,-83.8,41
1989-07-27,42.2,-83.8,5
1989-08-04,42.2,-83.8,7
1989-08-09,42.2,-83.8,1
1989-08-11,42.2,-83.8,28
1989-08-15,42.2,-83.8,8
1989-08-20,42.2,-83.8,1
1989-09-09,42.2,-83.8,8
1989-11-15,42.2,-83.8,2
1990-02-09,42.2,-83.8,1
1990-06-03,42.2,-83.8,8
1990-06-14,42.2,-83.8,23
1990-08-11,42.2,-83.8,10
1990-08-19,42.2,-83.8,4
1990-09-06,42.2,-83.8,1
1990-09-07,42.2,-83.8,119
1990-09-14,42.2,-83.8,2
1991-04-09,42.2,-83.8,5
1991-05-13,42.2,-83.8,13
1991-05-24,42.2,-83.8,2
1991-05-25,42.2,-83.8,9
1991-05-26,42.2,-83.8,1
1991-06-01,42.2,-83.8,1
1991-06-02,42.2,-83.8,1
1991-06-10,42.2,-83.8,2
1991-06-15,42.2,-83.8,19
1991-07-02,42.2,-83.8,3
1991-07-08,42.2,-83.8,14
1991-07-23,42.2,-83.8,5
1991-07-29,42.2,-83.8,1
1991-08-03,42.2,-83.8,1
1991-08-17,42.2,-83.8,1
1991-08-19,42.2,-83.8,2
1991-08-22,42.2,-83.8,1
1991-08-30,42.2,-83.8,25
1991-09-03,42.2,-83.8,7
1991-09-10,42.2,-83.8,1
1991-10-24,42.2,-83.8,4
1992-02-15,42.2,-83.8,1
1992-02-19,42.2,-83.8,2
1992-04-16,42.2,-83.8,3
1992-04-21,42.2,-83.8,1
1992-04-24,42.2,-83.8,5
1992-06-18,42.2,-83.8,43
1992-07-04,42.2,-83.8,1
1992-07-05,42.2,-83.8,6
1992-07-12,42.2,-83.8,1
1992-07-14,42.2,-83.8,9
1992-07-16,42.2,-83.8,6
1992-08-08,42.2,-83.8,1
1992-08-11,42.2,-83.8,3
1992-08-27,42.2,-83.8,1
1992-09-03,42.2,-83.8,4
1992-09-07,42.2,-83.8,3
1992-09-10,42.2,-83.8,5
1992-09-15,42.2,-83.8,11
1992-09-16,42.2,-83.8,7
1992-10-09,42.2,-83.8,12
1992-10-14,42.2,-83.8,1
1992-10-15,42.2,-83.8,6
1992-10-16,42.2,-83.8,1
1992-11-23,42.2,-83.8,5
1993-05-04,42.2,-83.8,1
1993-06-07,42.2,-83.8,3
1993-06-08,42.2,-83.8,1
1993-06-09,42.2,-83.8,1
1993-06-19,42.2,-83.8,16
1993-06-21,42.2,-83.8,1
1993-06-25,42.2,-83.8,1
1993-06-27,42.2,-83.8,2
1993-06-28,42.2,-83.8,2
1993-07-09,42.2,-83.8,60
1993-07-14,42.2,-83.8,10
1993-07-25,42.2,-83.8,18
1993-07-26,42.2,-83.8,1
1993-08-10,42.2,-83.8,3
1993-08-24,42.2,-83.8,5
1993-08-26,42.2,-83.8,3
1993-08-30,42.2,-83.8,1
1993-09-12,42.2,-83.8,2
