datetime,storm
1998010923,0
1998010924,0
1998011001,0
1998011002,0
1998011003,0
1998011004,0
1998011005,0
1998011006,0
1998011007,0
1998011008,0
1998011009,0
1998011010,0
1998011011,0
1998011012,0
1998011013,0
1998011014,0
1998011015,0
1998011016,0
1998011017,0
1998011018,0
1998011019,0
1998011020,0
1998011021,0
1998011022,0
1998011023,0
1998011024,0
1998011101,0
1998011102,0
1998011103,0
1998011104,0
1998011105,0
1998011106,0
1998011107,0
1998011108,0
1998011109,0
1998011110,0
1998011111,0
1998011112,0
1998011113,0
1998011114,0
1998011115,0
1998011116,0
1998011117,0
1998011118,0
1998011119,0
1998011120,0
1998011121,0
1998011122,0
1998011123,0
1998011124,0
1998011201,0
1998011202,0
1998011203,0
1998011204,0
1998011205,0
1998011206,0
1998011207,0
1998011208,0
1998011209,0
1998011210,0
1998011211,0
1998011212,0
1998011213,0
1998011214,0
1998011215,0
1998011216,0
1998011217,0
1998011218,0
1998011219,0
1998011220,0
1998011221,0
1998011222,0
1998011223,0
1998011224,0
1998011301,0
1998011302,0
1998011303,0
1998011304,0
1998011305,0
1998011306,0
1998011307,0
1998011308,0
1998011309,0
1998011310,0
1998011311,0
1998011312,0
1998011313,0
1998011314,0
1998011315,0
1998011316,0
1998011317,0
1998011318,0
1998011319,0
1998011320,0
1998011321,0
1998011322,0
1998011323,0
1998011324,0
1998011401,0
1998011402,0
1998011403,0
1998011404,0
1998011405,0
1998011406,0
1998011407,0
1998011408,0
1998011409,0
1998011410,0
1998011411,0
1998011412,0
1998011413,0
1998011414,0
1998011415,0
1998011416,0
1998011417,0
1998011418,0
1998011419,0
1998011420,0
1998011421,0
1998011422,0
1998011423,0
1998011424,0
1998011501,0
1998011502,0
1998011503,0
1998011504,0
1998011505,0
1998011506,0
1998011507,0
1998011508,0
1998011509,0
1998011510,0
1998011511,0
1998011512,0
1998011513,0
1998011514,0
1998011515,0
1998011516,0
1998011517,0
1998011518,0
1998011519,0
1998011520,0
1998011521,0
1998011522,0
1998011523,0
1998011524,0
1998011601,0
1998011602,0
1998011603,0
1998011604,0
1998011605,0
1998011606,0
1998011607,0
1998011608,0
1998011609,0
1998011610,0
1998011611,0
1998011612,0
1998011613,0
1998011614,0
1998011615,0
1998011616,0
1998011617,0
1998011618,0
1998011619,0
1998011620,0
1998011621,0
1998011622,0
1998011623,0
1998011624,0
1998011701,0
1998011702,0
1998011703,0
1998011704,0
1998011705,0
1998011706,0
1998011707,0
1998011708,0
1998011709,0
1998011710,0
1998011711,0
1998011712,0
1998011713,0
1998011714,0
1998011715,0
1998011716,0
1998011717,0
1998011718,0
1998011719,0
1998011720,0
1998011721,0
1998011722,0
1998011723,0
1998011724,0
1998011801,0
1998011802,0
1998011803,0
1998011804,0
1998011805,0
1998011806,0
1998011807,0
1998011808,0
1998011809,0
1998011810,0
1998011811,0
1998011812,0
1998011813,0
1998011814,0
1998011815,0
1998011816,0
1998011817,0
1998011818,0
1998011819,0
1998011820,0
1998011821,0
1998011822,0
1998011823,0
1998011824,0
1998011901,0
1998011902,0
1998011903,0
1998011904,0
1998011905,0
1998011906,0
1998011907,0
1998011908,0
1998011909,0
1998011910,0
1998011911,0
1998011912,0
1998011913,0
1998011914,0
1998011915,0
1998011916,0
1998011917,0
1998011918,0
1998011919,0
1998011920,0
1998011921,0
1998011922,0
1998011923,0
1998011924,0
1998012001,0
1998012002,0
1998012003,0
1998012004,0
1998012005,0
1998012006,0
1998012007,0
1998012008,0
1998012009,0
1998012010,0
1998012011,0
1998012012,0
1998012013,0
1998012014,0
1998012015,0
1998012016,0
1998012017,0
1998012018,0
1998012019,0
1998012020,0
1998012021,0
1998012022,0
1998012023,0
1998012024,0
1998012101,0
1998012102,0
1998012103,0
1998012104,0
1998012105,0
1998012106,0
1998012107,0
1998012108,0
1998012109,0
1998012110,0
1998012111,0
1998012112,0
1998012113,0
1998012114,0
1998012115,0
1998012116,0
1998012117,0
1998012118,0
1998012119,0
1998012120,0
1998012121,0
1998012122,0
1998012123,0
1998012124,0
1998012201,0
1998012202,0
1998012203,0
1998012204,0
1998012205,0
1998012206,0
1998012207,0
1998012208,0
1998012209,0
1998012210,0
1998012211,0
1998012212,0
1998012213,0
1998012214,0
1998012215,0
1998012216,0
1998012217,0
1998012218,0
1998012219,0
1998012220,0
1998012221,0
1998012222,0
1998012223,0
1998012224,0
1998012301,0
1998012302,0
1998012303,0
1998012304,0
1998012305,0
1998012306,0
1998012307,0
1998012308,0
1998012309,0
1998012310,0
1998012311,0
1998012312,0
1998012313,0
1998012314,0
1998012315,0
1998012316,0
1998012317,0
1998012318,0
1998012319,0
1998012320,0
1998012321,0
1998012322,0
1998012323,0
1998012324,0
1998012401,0
1998012402,0
1998012403,0
1998012404,0
1998012405,0
1998012406,0
1998012407,0
1998012408,0
1998012409,0
1998012410,0
1998012411,0
1998012412,0
1998012413,0
1998012414,0
1998012415,0
1998012416,0
1998012417,0
1998012418,0
1998012419,0
1998012420,0
1998012421,0
1998012422,0
1998012423,0
1998012424,0
1998012501,0
1998012502,0
1998012503,0
1998012504,0
1998012505,0
1998012506,0
1998012507,0
1998012508,0
1998012509,0
1998012510,0
1998012511,0
1998012512,0
1998012513,0
1998012514,0
1998012515,0
1998012516,0
1998012517,0
1998012518,0
1998012519,0
1998012520,0
1998012521,0
1998012522,0
1998012523,0
1998012524,0
1998012601,0
1998012602,0
1998012603,0
1998012604,0
1998012605,0
1998012606,0
1998012607,0
1998012608,0
1998012609,0
1998012610,0
1998012611,0
1998012612,0
1998012613,0
1998012614,0
1998012615,0
1998012616,0
1998012617,0
1998012618,0
1998012619,0
1998012620,0
1998012621,0
1998012622,0
1998012623,0
1998012624,0
1998012701,0
1998012702,0
1998012703,0
1998012704,0
1998012705,0
1998012706,0
1998012707,0
1998012708,0
1998012709,0
1998012710,0
1998012711,0
1998012712,0
1998012713,9
1998012714,0
1998012715,0
1998012716,0
1998012717,0
1998012718,0
1998012719,0
1998012720,0
1998012721,0
1998012722,0
1998012723,0
1998012724,0
1998012801,0
1998012802,0
1998012803,0
1998012804,0
1998012805,0
1998012806,0
1998012807,0
1998012808,0
1998012809,0
1998012810,0
1998012811,0
1998012812,0
1998012813,0
1998012814,0
1998012815,0
1998012816,0
1998012817,0
1998012818,0
1998012819,0
1998012820,0
1998012821,0
1998012822,0
1998012823,0
1998012824,0
1998012901,0
1998012902,0
1998012903,0
1998012904,0
1998012905,0
1998012906,0
1998012907,0
1998012908,0
1998012909,0
1998012910,0
1998012911,0
1998012912,0
1998012913,0
1998012914,0
1998012915,0
1998012916,0
1998012917,0
1998012918,0
1998012919,0
1998012920,0
1998012921,0
1998012922,0
1998012923,0
1998012924,0
1998013001,0
1998013002,0
1998013003,0
1998013004,0
1998013005,0
1998013006,0
1998013007,0
1998013008,0
1998013009,0
1998013010,0
1998013011,0
1998013012,0
1998013013,0
1998013014,0
1998013015,0
1998013016,0
1998013017,0
1998013018,0
1998013019,0
1998013020,0
1998013021,0
1998013022,0
1998013023,0
1998013024,0
1998013101,0
1998013102,0
1998013103,0
1998013104,0
1998013105,0
1998013106,0
1998013107,0
1998013108,0
1998013109,0
1998013110,0
1998013111,0
1998013112,0
1998013113,0
1998013114,0
1998013115,0
1998013116,0
1998013117,0
1998013118,0
1998013119,0
1998013120,0
1998013121,0
1998013122,0
1998013123,0
1998013124,0
1998020101,0
1998020102,0
1998020103,0
1998020104,0
1998020105,0
1998020106,0
1998020107,0
1998020108,0
1998020109,0
1998020110,0
1998020111,0
1998020112,0
1998020113,0
1998020114,0
1998020115,0
1998020116,0
1998020117,0
1998020118,0
1998020119,0
1998020120,0
1998020121,0
1998020122,0
1998020123,0
1998020124,0
1998020201,0
1998020202,0
1998020203,0
1998020204,0
1998020205,0
1998020206,0
1998020207,0
1998020208,0
1998020209,0
1998020210,0
1998020211,0
1998020212,0
1998020213,0
1998020214,0
1998020215,0
1998020216,0
1998020217,0
1998020218,0
1998020219,0
1998020220,0
1998020221,0
1998020222,0
1998020223,0
1998020224,0
1998020301,0
1998020302,0
1998020303,0
1998020304,0
1998020305,0
1998020306,0
1998020307,0
1998020308,0
1998020309,0
1998020310,0
1998020311,0
1998020312,0
1998020313,0
1998020314,0
1998020315,0
1998020316,0
1998020317,0
1998020318,0
1998020319,0
1998020320,0
1998020321,0
1998020322,0
1998020323,0
1998020324,0
1998020401,0
1998020402,0
1998020403,0
1998020404,0
1998020405,0
1998020406,0
1998020407,0
1998020408,0
1998020409,0
1998020410,0
1998020411,0
1998020412,0
1998020413,0
1998020414,0
1998020415,0
1998020416,0
1998020417,0
1998020418,0
1998020419,0
1998020420,0
1998020421,0
1998020422,0
1998020423,0
1998020424,0
1998020501,0
1998020502,0
1998020503,0
1998020504,0
1998020505,0
1998020506,0
1998020507,0
1998020508,0
1998020509,0
1998020510,0
1998020511,0
1998020512,0
1998020513,0
1998020514,0
1998020515,0
1998020516,0
1998020517,0
1998020518,0
1998020519,0
1998020520,0
1998020521,0
1998020522,0
1998020523,0
1998020524,0
1998020601,0
1998020602,0
1998020603,0
1998020604,0
1998020605,0
1998020606,0
1998020607,0
1998020608,0
1998020609,0
1998020610,0
1998020611,0
1998020612,0
1998020613,0
1998020614,0
1998020615,0
1998020616,0
1998020617,0
1998020618,0
1998020619,0
1998020620,0
1998020621,0
1998020622,0
1998020623,0
1998020624,0
1998020701,0
1998020702,0
1998020703,0
1998020704,0
1998020705,0
1998020706,0
1998020707,0
1998020708,0
1998020709,0
1998020710,0
1998020711,0
1998020712,0
1998020713,0
1998020714,0
1998020715,0
1998020716,0
1998020717,0
1998020718,0
1998020719,0
1998020720,0
1998020721,0
1998020722,0
1998020723,0
1998020724,0
1998020801,0
1998020802,0
1998020803,0
1998020804,0
1998020805,0
1998020806,0
1998020807,0
1998020808,0
1998020809,0
1998020810,0
1998020811,0
1998020812,0
1998020813,0
1998020814,0
1998020815,0
1998020816,0
1998020817,0
1998020818,0
1998020819,0
1998020820,0
1998020821,0
1998020822,0
1998020823,0
1998020824,0
1998020901,0
1998020902,0
1998020903,0
1998020904,0
1998020905,0
1998020906,0
1998020907,0
1998020908,0
1998020909,0
1998020910,0
1998020911,0
1998020912,0
1998020913,0
1998020914,0
1998020915,0
1998020916,0
1998020917,0
1998020918,0
1998020919,0
1998020920,0
1998020921,0
1998020922,0
1998020923,0
1998020924,0
1998021001,0
1998021002,0
1998021003,0
1998021004,0
1998021005,0
1998021006,0
1998021007,0
1998021008,0
1998021009,0
1998021010,0
1998021011,0
1998021012,0
1998021013,0
1998021014,0
1998021015,0
1998021016,0
1998021017,0
1998021018,0
1998021019,0
1998021020,0
1998021021,0
1998021022,0
1998021023,0
1998021024,0
1998021101,0
1998021102,0
1998021103,0
1998021104,0
1998021105,0
1998021106,0
1998021107,0
1998021108,0
1998021109,0
1998021110,0
1998021111,0
1998021112,0
1998021113,0
1998021114,0
1998021115,0
1998021116,0
1998021117,0
1998021118,0
1998021119,0
1998021120,0
1998021121,0
1998021122,0
1998021123,0
1998021124,0
1998021201,0
1998021202,0
1998021203,0
1998021204,1
1998021205,0
1998021206,0
1998021207,0
1998021208,0
1998021209,0
1998021210,0
1998021211,0
1998021212,0
1998021213,0
1998021214,0
1998021215,0
1998021216,0
1998021217,0
1998021218,0
1998021219,0
1998021220,0
1998021221,0
1998021222,0
1998021223,0
1998021224,0
1998021301,0
1998021302,0
1998021303,0
1998021304,0
1998021305,0
1998021306,0
1998021307,0
1998021308,0
1998021309,0
1998021310,0
1998021311,0
1998021312,0
1998021313,0
1998021314,0
1998021315,0
1998021316,0
1998021317,0
1998021318,0
1998021319,0
1998021320,0
1998021321,0
1998021322,0
1998021323,0
1998021324,0
1998021401,0
1998021402,0
1998021403,0
1998021404,0
1998021405,0
1998021406,0
1998021407,0
1998021408,0
1998021409,0
1998021410,0
1998021411,0
1998021412,0
1998021413,0
1998021414,0
1998021415,0
1998021416,0
1998021417,0
1998021418,0
1998021419,0
1998021420,0
1998021421,0
1998021422,0
1998021423,0
1998021424,0
1998021501,0
1998021502,0
1998021503,0
1998021504,0
1998021505,0
1998021506,0
1998021507,0
1998021508,0
1998021509,0
1998021510,0
1998021511,0
1998021512,0
1998021513,0
1998021514,0
1998021515,0
1998021516,0
1998021517,0
1998021518,0
1998021519,0
1998021520,0
1998021521,0
1998021522,0
1998021523,0
1998021524,0
1998021601,0
1998021602,0
1998021603,0
1998021604,0
1998021605,0
1998021606,0
1998021607,0
1998021608,0
1998021609,0
1998021610,0
1998021611,0
1998021612,0
1998021613,0
1998021614,0
1998021615,0
1998021616,0
1998021617,0
1998021618,0
1998021619,0
1998021620,0
1998021621,0
1998021622,0
1998021623,0
1998021624,0
1998021701,0
1998021702,0
1998021703,0
1998021704,0
1998021705,0
1998021706,0
1998021707,0
1998021708,0
1998021709,0
1998021710,0
1998021711,0
1998021712,0
1998021713,0
1998021714,0
1998021715,0
1998021716,0
1998021717,0
1998021718,0
1998021719,0
1998021720,0
1998021721,0
1998021722,0
1998021723,0
1998021724,0
1998021801,0
1998021802,0
1998021803,0
1998021804,0
1998021805,0
1998021806,0
1998021807,0
1998021808,0
1998021809,0
1998021810,0
1998021811,0
1998021812,0
1998021813,0
1998021814,0
1998021815,0
1998021816,0
1998021817,0
1998021818,0
1998021819,0
1998021820,0
1998021821,0
1998021822,0
1998021823,0
1998021824,0
1998021901,0
1998021902,0
1998021903,0
1998021904,0
1998021905,0
1998021906,0
1998021907,0
1998021908,0
1998021909,0
1998021910,0
1998021911,0
1998021912,0
1998021913,0
1998021914,0
1998021915,0
1998021916,0
1998021917,0
1998021918,0
1998021919,0
1998021920,0
1998021921,0
1998021922,0
1998021923,0
1998021924,0
1998022001,0
1998022002,0
1998022003,0
1998022004,0
1998022005,0
1998022006,0
1998022007,0
1998022008,0
1998022009,0
1998022010,0
1998022011,0
1998022012,0
1998022013,0
1998022014,0
1998022015,0
1998022016,0
1998022017,0
1998022018,0
1998022019,0
1998022020,0
1998022021,0
1998022022,0
1998022023,0
1998022024,0
1998022101,0
1998022102,0
1998022103,0
1998022104,0
1998022105,0
1998022106,0
1998022107,0
1998022108,0
1998022109,0
1998022110,0
1998022111,0
1998022112,0
1998022113,0
1998022114,0
1998022115,0
1998022116,0
1998022117,0
1998022118,0
1998022119,0
1998022120,0
1998022121,0
1998022122,0
1998022123,0
1998022124,0
1998022201,0
1998022202,0
1998022203,0
1998022204,0
1998022205,0
1998022206,0
1998022207,0
1998022208,0
1998022209,0
1998022210,0
1998022211,0
1998022212,0
1998022213,0
1998022214,0
1998022215,0
1998022216,0
1998022217,0
1998022218,0
1998022219,0
1998022220,0
1998022221,0
1998022222,0
1998022223,0
1998022224,0
1998022301,0
1998022302,0
1998022303,0
1998022304,0
1998022305,0
1998022306,0
1998022307,0
1998022308,0
1998022309,0
1998022310,0
1998022311,0
1998022312,0
1998022313,0
1998022314,0
1998022315,0
1998022316,0
1998022317,0
1998022318,0
1998022319,0
1998022320,0
1998022321,0
1998022322,0
1998022323,0
1998022324,0
1998022401,0
1998022402,0
1998022403,0
1998022404,0
1998022405,0
1998022406,0
1998022407,0
1998022408,0
1998022409,0
1998022410,0
1998022411,0
1998022412,0
1998022413,0
1998022414,0
1998022415,0
1998022416,0
1998022417,0
1998022418,0
1998022419,0
1998022420,0
1998022421,0
1998022422,0
1998022423,0
1998022424,0
1998022501,0
1998022502,0
1998022503,0
1998022504,0
1998022505,0
1998022506,0
1998022507,0
1998022508,0
1998022509,0
1998022510,0
1998022511,0
1998022512,0
1998022513,0
1998022514,0
1998022515,0
1998022516,0
1998022517,0
1998022518,0
1998022519,0
1998022520,0
1998022521,0
1998022522,0
1998022523,0
1998022524,0
1998022601,0
1998022602,0
1998022603,0
1998022604,0
1998022605,0
1998022606,0
1998022607,0
1998022608,0
1998022609,0
1998022610,0
1998022611,0
1998022612,0
1998022613,0
1998022614,0
1998022615,0
1998022616,0
1998022617,0
1998022618,0
1998022619,0
1998022620,0
1998022621,0
1998022622,0
1998022623,0
1998022624,0
1998022701,0
1998022702,0
1998022703,0
1998022704,0
1998022705,0
1998022706,0
1998022707,0
1998022708,0
1998022709,0
1998022710,0
1998022711,0
1998022712,0
1998022713,0
1998022714,0
1998022715,0
1998022716,0
1998022717,0
1998022718,0
1998022719,0
1998022720,0
1998022721,0
1998022722,0
1998022723,0
1998022724,0
1998022801,0
1998022802,0
1998022803,0
1998022804,0
1998022805,0
1998022806,0
1998022807,0
1998022808,0
1998022809,0
1998022810,0
1998022811,0
1998022812,0
1998022813,0
1998022814,0
1998022815,0
1998022816,0
1998022817,0
1998022818,0
1998022819,0
1998022820,0
1998022821,0
1998022822,0
1998022823,0
1998022824,0
1998030101,0
1998030102,0
1998030103,0
1998030104,0
1998030105,0
1998030106,0
1998030107,0
1998030108,0
1998030109,0
1998030110,0
1998030111,0
1998030112,0
1998030113,0
1998030114,0
1998030115,0
1998030116,0
1998030117,0
1998030118,0
1998030119,0
1998030120,0
1998030121,0
1998030122,0
1998030123,0
1998030124,0
1998030201,0
1998030202,0
1998030203,0
1998030204,0
1998030205,0
1998030206,0
1998030207,0
1998030208,0
1998030209,0
1998030210,0
1998030211,0
1998030212,0
1998030213,0
1998030214,0
1998030215,0
1998030216,0
1998030217,0
1998030218,0
1998030219,0
1998030220,0
1998030221,0
1998030222,0
1998030223,0
1998030224,0
1998030301,0
1998030302,0
1998030303,0
1998030304,0
1998030305,0
1998030306,0
1998030307,0
1998030308,0
1998030309,0
1998030310,0
1998030311,0
1998030312,0
1998030313,0
1998030314,0
1998030315,0
1998030316,0
1998030317,0
1998030318,0
1998030319,0
1998030320,0
1998030321,0
1998030322,0
1998030323,0
1998030324,0
1998030401,0
1998030402,0
1998030403,0
1998030404,0
1998030405,0
1998030406,0
1998030407,0
1998030408,0
1998030409,0
1998030410,0
1998030411,0
1998030412,0
1998030413,0
1998030414,0
1998030415,0
1998030416,0
1998030417,0
1998030418,0
1998030419,0
1998030420,0
1998030421,0
1998030422,0
1998030423,0
1998030424,0
1998030501,0
1998030502,0
1998030503,0
1998030504,0
1998030505,0
1998030506,0
1998030507,0
1998030508,0
1998030509,0
1998030510,0
1998030511,0
1998030512,0
1998030513,0
1998030514,0
1998030515,0
1998030516,0
1998030517,0
1998030518,0
1998030519,0
1998030520,0
1998030521,0
1998030522,0
1998030523,0
1998030524,0
1998030601,0
1998030602,0
1998030603,0
1998030604,0
1998030605,0
1998030606,0
1998030607,0
1998030608,0
1998030609,0
1998030610,0
1998030611,0
1998030612,0
1998030613,0
1998030614,0
1998030615,0
1998030616,0
1998030617,0
1998030618,0
1998030619,0
1998030620,0
1998030621,0
1998030622,0
1998030623,0
1998030624,0
1998030701,0
1998030702,0
1998030703,0
1998030704,0
1998030705,0
1998030706,0
1998030707,0
1998030708,0
1998030709,0
1998030710,0
1998030711,0
1998030712,0
1998030713,0
1998030714,0
1998030715,0
1998030716,0
1998030717,0
1998030718,0
1998030719,0
1998030720,0
1998030721,0
1998030722,0
1998030723,0
1998030724,0
1998030801,0
1998030802,0
1998030803,0
1998030804,0
1998030805,0
1998030806,0
1998030807,0
1998030808,0
1998030809,0
1998030810,0
1998030811,0
1998030812,0
1998030813,0
1998030814,0
1998030815,0
1998030816,0
1998030817,0
1998030818,0
1998030819,0
1998030820,0
1998030821,0
1998030822,0
1998030823,0
1998030824,0
1998030901,0
1998030902,0
1998030903,0
1998030904,0
1998030905,0
1998030906,0
1998030907,0
1998030908,0
1998030909,0
1998030910,0
1998030911,0
1998030912,0
1998030913,0
1998030914,0
1998030915,0
1998030916,0
1998030917,0
1998030918,0
1998030919,0
1998030920,0
1998030921,0
1998030922,0
1998030923,0
1998030924,0
1998031001,0
1998031002,0
1998031003,0
1998031004,0
1998031005,0
1998031006,0
1998031007,0
1998031008,0
1998031009,0
1998031010,0
1998031011,0
1998031012,0
1998031013,0
1998031014,0
1998031015,0
1998031016,0
1998031017,0
1998031018,0
1998031019,0
1998031020,0
1998031021,0
1998031022,0
1998031023,0
1998031024,0
1998031101,0
1998031102,0
1998031103,0
1998031104,0
1998031105,0
1998031106,0
1998031107,0
1998031108,0
1998031109,0
1998031110,0
1998031111,0
1998031112,0
1998031113,0
1998031114,0
1998031115,0
1998031116,0
1998031117,0
1998031118,0
1998031119,0
1998031120,0
1998031121,0
1998031122,0
1998031123,0
1998031124,0
1998031201,0
1998031202,0
1998031203,0
1998031204,0
1998031205,0
1998031206,0
1998031207,0
1998031208,0
1998031209,0
1998031210,0
1998031211,0
1998031212,0
1998031213,0
1998031214,0
1998031215,0
1998031216,0
1998031217,0
1998031218,0
1998031219,0
1998031220,0
1998031221,0
1998031222,0
1998031223,0
1998031224,0
1998031301,0
1998031302,0
1998031303,0
1998031304,0
1998031305,0
1998031306,0
1998031307,0
1998031308,0
1998031309,0
1998031310,0
1998031311,0
1998031312,0
1998031313,0
1998031314,0
1998031315,0
1998031316,0
1998031317,0
1998031318,0
1998031319,0
1998031320,0
1998031321,0
1998031322,0
1998031323,0
1998031324,0
1998031401,0
1998031402,0
1998031403,0
1998031404,0
1998031405,0
1998031406,0
1998031407,0
1998031408,0
1998031409,0
1998031410,0
1998031411,0
1998031412,0
1998031413,0
1998031414,0
1998031415,0
1998031416,0
1998031417,0
1998031418,0
1998031419,0
1998031420,0
1998031421,0
1998031422,0
1998031423,0
1998031424,0
1998031501,0
1998031502,0
1998031503,0
1998031504,0
1998031505,0
1998031506,0
1998031507,0
1998031508,0
1998031509,0
1998031510,0
1998031511,0
1998031512,0
1998031513,0
1998031514,0
1998031515,0
1998031516,0
1998031517,0
1998031518,0
1998031519,0
1998031520,0
1998031521,0
1998031522,0
1998031523,0
1998031524,0
1998031601,0
1998031602,0
1998031603,0
1998031604,0
1998031605,0
1998031606,0
1998031607,0
1998031608,0
1998031609,0
1998031610,0
1998031611,0
1998031612,0
1998031613,0
1998031614,0
1998031615,0
1998031616,0
1998031617,0
1998031618,0
1998031619,0
1998031620,0
1998031621,0
1998031622,0
1998031623,0
1998031624,0
1998031701,0
1998031702,0
1998031703,0
1998031704,0
1998031705,0
1998031706,0
1998031707,0
1998031708,0
1998031709,0
1998031710,0
1998031711,0
1998031712,0
1998031713,0
1998031714,0
1998031715,0
1998031716,0
1998031717,0
1998031718,0
1998031719,0
1998031720,0
1998031721,0
1998031722,0
1998031723,0
1998031724,0
1998031801,0
1998031802,0
1998031803,0
1998031804,0
1998031805,0
1998031806,0
1998031807,0
1998031808,0
1998031809,0
1998031810,0
1998031811,0
1998031812,0
1998031813,0
1998031814,0
1998031815,0
1998031816,0
1998031817,0
1998031818,0
1998031819,0
1998031820,0
1998031821,0
1998031822,0
1998031823,0
1998031824,0
1998031901,0
1998031902,0
1998031903,0
1998031904,0
1998031905,0
1998031906,0
1998031907,0
1998031908,0
1998031909,0
1998031910,0
1998031911,0
1998031912,0
1998031913,0
1998031914,0
1998031915,0
1998031916,0
1998031917,0
1998031918,0
1998031919,0
1998031920,0
1998031921,0
1998031922,0
1998031923,0
1998031924,0
1998032001,0
1998032002,0
1998032003,0
1998032004,0
1998032005,0
1998032006,0
1998032007,0
1998032008,0
1998032009,0
1998032010,0
1998032011,0
1998032012,0
1998032013,0
1998032014,0
1998032015,0
1998032016,0
1998032017,0
1998032018,0
1998032019,0
1998032020,0
1998032021,0
1998032022,0
1998032023,0
1998032024,0
1998032101,0
1998032102,0
1998032103,0
1998032104,0
1998032105,0
1998032106,0
1998032107,0
1998032108,0
1998032109,0
1998032110,0
1998032111,0
1998032112,0
1998032113,0
1998032114,0
1998032115,0
1998032116,0
1998032117,0
1998032118,0
1998032119,0
1998032120,0
1998032121,0
1998032122,0
1998032123,0
1998032124,0
1998032201,0
1998032202,0
1998032203,0
1998032204,0
1998032205,0
1998032206,0
1998032207,0
1998032208,0
1998032209,0
1998032210,0
1998032211,0
1998032212,0
1998032213,0
1998032214,0
1998032215,0
1998032216,0
1998032217,0
1998032218,0
1998032219,0
1998032220,0
1998032221,0
1998032222,0
1998032223,0
1998032224,0
1998032301,0
1998032302,0
1998032303,0
1998032304,0
1998032305,0
1998032306,0
1998032307,0
1998032308,0
1998032309,0
1998032310,0
1998032311,0
1998032312,0
1998032313,0
1998032314,0
1998032315,0
1998032316,0
1998032317,0
1998032318,0
1998032319,0
1998032320,0
1998032321,0
1998032322,0
1998032323,0
1998032324,0
1998032401,0
1998032402,0
1998032403,0
1998032404,0
1998032405,0
1998032406,0
1998032407,0
1998032408,0
1998032409,0
1998032410,0
1998032411,0
1998032412,0
1998032413,0
1998032414,0
1998032415,0
1998032416,0
1998032417,0
1998032418,0
1998032419,0
1998032420,0
1998032421,0
1998032422,0
1998032423,0
1998032424,0
1998032501,0
1998032502,0
1998032503,0
1998032504,0
1998032505,0
